Major Country,Began,,,Ended,,,Death,Affected population,Homeless,Damage (USD if no units),Adjusted Damage to 2002,Reference,,,,,
,Year,Month,Day,Year,Month,Day,,,,,,,,,,,
India,1981,7,4,1981,7,4,553,16000000,,"250,000,000","595,238,095",EM-DAT,,,,,
India,1982,8,,1982,9,1,932,"33,500,000",,"700,000,000","1,590,909,091",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
India,1983,6,19,1984,7,1,,,,"56,000,000","116,666,667",http://pdf.usaid.gov/pdf_docs/pbaab223.pdf,,,,,
India,1984,5,,1984,5,,245,16000000,,"90,000,000","187,500,000",EM-DAT,,,,,
India,1985,6,,1985,7,,741,10225000,,"500,000,000","1,020,408,163","EM-DAT,http://iasri.res.in/agridata/13data%5Cchapter1%5Cdb2013tb1_8.pdf,Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html",,,,,
India,1985,9,13,1985,10,15,557,,,308000000,"628,571,429",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1986,8,,1986,8,,187,245000,,"100,000,000","200,000,000",EM-DAT,,,,,
India,1986,10,10,1986,10,10,50,0,,"276,100,000","552,200,000",EM-DAT,,,,,
India,1987,8,,,,,1200,"18,000,000",,"545,000,000","1,048,076,923",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
India,1988,6,,1988,9,4,250,"16,500,000",,929200000,"1,720,740,741",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
India,1988,9,21,1988,10,8,731,,,"6,814,000,000","12,618,518,519",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1988,9,22,1988,10,9,1000,221000,,"18,000,000","33,333,333",EM-DAT,,,,,
India,1989,7,5,1989,8,10,31,,,"31,250,000","54,824,561",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1990,5,10,1990,5,13,430,,,"300,000,000",500000000,Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1990,10,17,1990,10,18,10,,,"1,170,000",1950000,Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1991,6,1,1991,7,9,99,0,,"118,000,000","190,322,581",EM-DAT,,,,,
India,1991,6,10,1991,6,12,72,300000,,"100,000,000","161,290,323",EM-DAT,,,,,
India,1991,9,14,1991,9,15,84,4000000,,"40,000,000","64,516,129",EM-DAT,,,,,
India,1991,11,13,1991,11,18,90,,,"3,000,000","4,838,710",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1992,9,8,1992,9,31,500,70000,,"57,850,000","90,390,625",EM-DAT,,,,,
India,1992,10,8,1992,10,8,51,500,,"182,100,000","284,531,250",EM-DAT,,,,,
India,1992,11,10,1992,11,10,179,500,,"69,000,000","107,812,500",EM-DAT,,,,,
India,1993,6,4,1993,6,22,238,,,"28,600,000","43,333,333",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1993,7,8,1993,7,31,827,128000000,,"7,000,000,000","10,606,060,606",EM-DAT,,,,,
India,1993,9,9,1993,9,17,260,0,,"500,000,000","757,575,758",EM-DAT,,,,,
India,1994,5,,1994,10,,2001,12060050,,"175,000,000","257,352,941",EM-DAT,,,,,
India,1995,9,1,1995,9,20,1479,32704000,,"258,000,000","368,571,429",EM-DAT,,,,,
India,1995,9,5,1995,9,8,35,0,,"252,000","360,000",EM-DAT,,,,,
India,1995,10,20,1995,10,23,94,,,"2,000,000","2,857,143",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1996,7,10,1996,7,24,82,,,"85,000,000","118,055,556",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1996,7,17,1996,8,10,74,4000000,,"980,000","1,361,111",EM-DAT,,,,,
India,1996,8,25,1996,9,1,500,100000,,"17,600,000","24,444,444",EM-DAT,,,,,
India,1996,10,21,1996,10,25,326,,,"128,500,000","178,472,222",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1996,11,6,1996,11,10,2500,,,"1,000,000,000","1,388,888,889",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1997,6,22,1997,6,28,111,1000000,,"153,800,000","207,837,838",EM-DAT,,,,,
India,1997,8,8,1997,8,14,200,,,"71,000,000","95,945,946",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,1998,9,20,1998,9,20,230,375000,,"528,600,000","704,800,000",EM-DAT,,,,,
India,1999,9,,1999,9,,229,22120000,,"2,400,000","3,157,895",EM-DAT,,,,,
India,1999,10,29,1999,11,12,9803,,,"2,300,000,000","3,026,315,789",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,2000,8,2,2000,8,30,867,22000000,,"43,000,000","54,430,380",EM-DAT,,,,,
India,2000,8,23,2000,8,31,179,252016,,"173,000,000","218,987,342",EM-DAT,,,,,
India,2000,9,18,2000,10,21,1468,,,"700,000,000","886,075,949",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,2001,7,4,2001,7,16,86,40000,,"116,924,000","144,350,617",EM-DAT,,,,,
India,2001,7,8,2001,7,10,100,9670000,,"90,000,000","111,111,111",EM-DAT,,,,,
India,2001,7,31,2001,9,2,36,,,"2,000,000","2,469,136",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
India,2001,8,20,2001,8,20,158,7000000,,"26,000,000","32,098,765",EM-DAT,,,,,
India,2001,9,7,2001,9,24,146,0,,"103,000,000","127,160,494",EM-DAT,,,,,
India,2001,9,,2001,9,,48,2800000,,"26,000,000","32,098,765",EM-DAT,,,,,
India,2002,6,21,2002,8,28,549,42000000,,"30,772,000","37,526,829",EM-DAT,,,,,
India,2002,8,11,2002,8,13,33,50,,"20,000,000","24,390,244",EM-DAT,,,,,
India,2003,8,27,2003,10,20,67,3000000,,"169,000,000","201,190,476",EM-DAT,,,,,
India,2004,6,20,2004,8,,900,33000000,,"2,500,000,000","2,873,563,218",EM-DAT,,,,,
India,2004,8,1,2004,9,8,210,100000,,"276,000,000","317,241,379",EM-DAT,,,,,
India,2005,6,26,2005,6,29,6,5000,,"23,000,000","25,555,556",EM-DAT,,,,,
India,2005,6,28,2005,7,15,239,405000,,"2,300,000,000","2,555,555,556",EM-DAT,,,,,
India,2005,7,24,2005,8,5,1200,20000055,,"3,330,000,000","3,700,000,000",EM-DAT,,,,,
India,2005,9,14,2005,9,20,89,550000,,"420,000,000","466,666,667",EM-DAT,,,,,
India,2005,10,21,2005,10,24,19,2250000,,"117,000,000","130,000,000",EM-DAT,,,,,
India,2006,7,28,2006,9,12,350,4000065,,"3,390,000,000","3,684,782,609",EM-DAT,,,,,
India,2007,7,16,2007,7,20,44,35000,,"101,151,000","106,474,737",EM-DAT,,,,,
India,2007,9,22,2007,10,3,80,7200000,,"275,000,000","289,473,684",EM-DAT,,,,,
India,2008,3,20,2008,3,28,37,10278,,"2,000,000","2,020,202",EM-DAT,,,,,
India,2008,6,11,2008,7,21,1063,7900000,,"123,000,000","124,242,424",EM-DAT,,,,,
India,2008,8,30,2008,9,8,47,2600000,,"20,000,000","20,202,020",EM-DAT,,,,,
India,2009,7,,2009,9,,992,1886000,,"220,000,000","224,489,796",EM-DAT,,,,,
India,2009,9,25,2009,10,12,355,4100000,,"2,150,000,000","2,193,877,551",EM-DAT,,,,,
India,2009,11,3,2009,11,8,70,8,,"64,000,000","65,306,122",EM-DAT,,,,,
India,2010,7,5,2010,7,15,53,400000,,"447,000,000","447,000,000",EM-DAT,,,,,
India,2010,9,18,2010,9,30,200,3267183,,"1,680,000,000","1,680,000,000",EM-DAT,,,,,
India,2010,11,15,2010,12,7,203,0,,"22,000,000","22,000,000",EM-DAT,,,,,
India,2011,6,15,2011,7,16,50,0,,"20,000,000","19,417,476",EM-DAT,,,,,
India,2011,8,10,2011,9,13,47,700000,,"275,000,000","266,990,291",EM-DAT,,,,,
India,2011,9,5,2011,9,15,42,2100000,,"432,000,000","419,417,476",EM-DAT,,,,,
India,2011,9,23,2011,10,23,239,3443989,,"930,000,000","902,912,621",EM-DAT,,,,,
India,2012,8,4,2012,8,9,30,1200,,"110,000,000","104,761,905",EM-DAT,,,,,
India,2012,8,21,2012,8,23,26,9460,,"16,000,000","15,238,095",EM-DAT,,,,,
India,2012,9,16,2012,9,18,45,200,,"20,000,000","19,047,619",EM-DAT,,,,,
India,2012,9,19,2012,9,23,21,2000000,,"98,000,000","93,333,333",EM-DAT,,,,,
India,2013,6,12,2013,6,27,6054,504473,,"1,100,000,000","1,028,037,383",EM-DAT,,,,,
India,2013,10,21,2013,10,26,72,375000,,"260,000,000","242,990,654",EM-DAT,,,,,
India,2014,8,9,2014,8,16,47,3600000,,"100,000,000","91,743,119",EM-DAT,,,,,
India,2014,9,24,2014,10,11,95,650000,,"163,000,000","149,541,284",EM-DAT,,,,,
India,2014,9,,2014,9,,298,275000,,"16,000,000,000","14,678,899,083",EM-DAT,,,,,
India,2000,7,31,2000,8,4,140,,,"238,000,000","301,265,823",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
"India, Bangladesh",1999,9,24,1999,9,29,45,,,"235,000,000","309,210,526",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,1966,3,14,1966,4,1,176,"524,000",,"33,000,000","220,000,000",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Indonesia,1968,4,,1968,4,12,12,"150,000","150,000","7,831,000","48,943,750",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Indonesia,1979,2,27,1979,3,15,128,"20,000","4,000","3,200,000","9,696,970",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Indonesia,1980,12,26,1980,12,26,153,2946,,"3,400,000","8,947,368",EM-DAT,,,,,
Indonesia,1981,5,14,1981,5,14,500,0,,"2,200,000","5,238,095",EM-DAT,,,,,
Indonesia,1983,12,,1983,12,,7,410497,,"7,007,000","15,232,609",EM-DAT,,,,,
Indonesia,1984,4,27,1984,4,27,0,2700,,"1,500,000","3,125,000",EM-DAT,,,,,
Indonesia,1986,10,27,1986,11,3,93,,,"12,800,000","25,600,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,1987,5,,1987,5,,37,0,,"4,000,000","7,692,308",EM-DAT,,,,,
Indonesia,1987,12,25,,,,119,,,"60,000,000","115,384,615",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Indonesia,1988,12,,1988,12,22,158,"100,000",,"4,600,000","8,518,519",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Indonesia,1990,1,26,1990,2,1,169,21000,,"4,800,000",8000000,EM-DAT,,,,,
Indonesia,1990,12,12,1991,1,3,5,,,"167,000",269354.8387,Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,1991,12,16,1991,12,19,15,240000,,"14,800,000","23,870,968",EM-DAT,,,,,
Indonesia,1993,2,2,1993,2,5,59,259553,,"19,301,000","29,243,939",EM-DAT,,,,,
Indonesia,1994,1,12,1994,1,22,10,,,"1,900,000","2,794,118",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,1994,3,12,1994,3,16,5,,,"1,700,000","2,500,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,1994,3,23,1994,3,26,33,187131,,18145000,"26,683,824",EM-DAT,,,,,
Indonesia,1994,7,12,1994,7,12,5,50000,,"1,700,000","2,500,000",EM-DAT,,,,,
Indonesia,1994,12,2,1994,12,2,6,640,,"1,500,000","2,205,882",EM-DAT,,,,,
Indonesia,1995,2,3,1995,2,17,47,36000,,"400,000","571,429",EM-DAT,,,,,
Indonesia,1995,5,1,1995,5,13,55,,,"600,000,000","857,142,857",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,1995,12,28,1996,1,2,18,201472,,"50,000,000","69,444,444",EM-DAT,,,,,
Indonesia,1996,1,,1996,1,,6,252965,,"126,900,000","176,250,000",EM-DAT,,,,,
Indonesia,1996,2,9,1996,2,13,20,556000,,"434,800,000","603,888,889",EM-DAT,,,,,
Indonesia,1996,3,27,1996,3,31,20,,,"430,000","597,222",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,1996,10,20,1996,10,22,13,,,"300,000","416,667",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,2000,5,16,2000,5,24,126,50000,,"79,000,000","100,000,000",EM-DAT,,,,,
Indonesia,2000,11,28,2000,12,4,100,386021,,"34,000,000","43,037,975",EM-DAT,,,,,
Indonesia,2001,2,4,2001,2,18,130,80000,,"10,000,000","12,345,679",EM-DAT,,,,,
Indonesia,2002,1,27,2002,2,12,150,500750,,"350,000,000","426,829,268",EM-DAT,,,,,
Indonesia,2002,11,19,2002,12,3,13,87000,,"1,600,000","1,951,220",EM-DAT,,,,,
Indonesia,2004,2,17,2004,2,25,,,,"200,000","229,885",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,2004,2,18,2004,2,23,5,,,"60,000,000","68,965,517",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,2004,12,2,2004,12,6,15,,,"2,540,000","2,919,540",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,2004,12,26,2004,12,29,160000,,,"2,000,000,000","2,298,850,575",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,2005,1,11,2005,2,10,9,,,"14,200,000","15,777,778",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Indonesia,2006,1,26,2006,2,14,19,10000,,"27,100,000","29,456,522",EM-DAT,,,,,
Indonesia,2006,2,13,2006,2,23,39,17539,,"25,000,000","27,173,913",EM-DAT,,,,,
Indonesia,2006,6,19,2006,6,23,236,29231,,"55,200,000","60,000,000",EM-DAT,,,,,
Indonesia,2007,1,31,2007,2,22,68,217087,,"971,000,000","1,022,105,263",EM-DAT,,,,,
Indonesia,2008,1,30,2008,1,31,3,40000,,"653,000","659,596",EM-DAT,,,,,
Indonesia,2008,9,6,2008,9,8,16,118000,,"1,080,000","1,090,909",EM-DAT,,,,,
Indonesia,2010,10,2,2010,10,6,291,12428,,"78,000,000","78,000,000",EM-DAT,,,,,
Indonesia,2013,1,17,2013,1,31,34,248846,,"3,000,000,000","2,803,738,318",EM-DAT,,,,,
Indonesia,2014,1,8,2014,2,7,32,20000,,"600,000,000","550,458,716",EM-DAT,,,,,
Indonesia,2014,1,14,2014,1,17,20,128182,,"153,000,000","140,366,972",EM-DAT,,,,,
Indonesia,2014,1,24,2014,1,28,0,260350,,"173,000,000","158,715,596",EM-DAT,,,,,
Indonesia,1987,2,21,1987,2,23,3,26000,,"1,700,000","3,269,231",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html；EM-DAT,,,,,
Iran,1986,5,2,1986,5,6,26,,,"30,000,000","60,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Iran,1992,3,28,1992,6,8,105,,,"143,000,000","223,437,500",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Iran,1996,7,12,1996,7,16,25,,,"15,000,000","20,833,333",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Iran,1997,6,18,1997,6,28,2,,,"20,000,000","27,027,027",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Iran,1998,3,28,1998,4,5,84,,,"97,300,000","129,733,333",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Iran,2001,12,5,2001,12,5,6,,,"5,000,000,000","6,172,839,506",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Iran,2007,6,27,2007,6,29,12,,,"22,000,000","23,157,895",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Iran Islam Rep,1986,11,30,1986,12,11,200,40000,,"1,561,000,000","3,122,000,000",EM-DAT,,,,,
Iran Islam Rep,1988,8,26,1988,8,26,90,150000,,"150,000,000","277,777,778",EM-DAT,,,,,
Iran Islam Rep,1989,4,4,1989,4,4,0,150000,,"2,000,000","3,508,772",EM-DAT,,,,,
Iran Islam Rep,1990,10,16,1990,10,16,0,0,,"77,400,000",129000000,EM-DAT,,,,,
Iran Islam Rep,1991,1,27,1991,2,5,6,115000,,"28,000,000","45,161,290",EM-DAT,,,,,
Iran Islam Rep,1991,3,7,1991,4,1,0,100000,,"1,400,000","2,258,065",EM-DAT,,,,,
Iran Islam Rep,1991,10,3,1991,10,6,28,14,,"404,000,000","651,612,903",EM-DAT,,,,,
Iran Islam Rep,1992,4,28,1992,6,6,63,20000,,"2,969,100,000","4,639,218,750",EM-DAT,,,,,
Iran Islam Rep,1992,7,9,1992,7,11,0,15000,,"500,300,000","781,718,750",EM-DAT,,,,,
Iran Islam Rep,1993,2,1,1993,2,8,370,2000,,"209,000,000","316,666,667",EM-DAT,,,,,
Iran Islam Rep,1993,2,3,1993,2,22,407,484728,,"1,000,000,000","1,515,151,515",EM-DAT,,,,,
Iran Islam Rep,1993,10,14,1993,10,14,4,12000,,"17,300,000","26,212,121",EM-DAT,,,,,
Iran Islam Rep,1994,11,14,1994,11,28,12,75000,,"142,000,000","208,823,529",EM-DAT,,,,,
Iran Islam Rep,1995,4,21,1995,4,21,10,11,,"90,000,000","128,571,429",EM-DAT,,,,,
Iran Islam Rep,1995,12,,1995,12,,1,6000,,"5,900,000","8,428,571",EM-DAT,,,,,
Iran Islam Rep,1996,3,28,1996,4,1,22,0,,"7,930,000","11,013,889",EM-DAT,,,,,
Iran Islam Rep,1996,7,7,1996,7,14,22,2000,,"9,000,000","12,500,000",EM-DAT,,,,,
Iran Islam Rep,1996,11,9,1996,11,13,5,2000,,"20,000,000","27,777,778",EM-DAT,,,,,
Iran Islam Rep,1997,7,2,1997,7,6,11,1400,,"5,000,000","6,756,757",EM-DAT,,,,,
Iran Islam Rep,1998,7,31,1998,8,6,46,598,,"50,500,000","67,333,333",EM-DAT,,,,,
Iran Islam Rep,1999,7,15,1999,7,27,51,20100,,"43,000,000","56,578,947",EM-DAT,,,,,
Iran Islam Rep,2000,8,8,2000,8,9,8,400,,"6,000,000","7,594,937",EM-DAT,,,,,
Iran Islam Rep,2001,7,20,2001,7,21,32,1034,,"25,000,000","30,864,198",EM-DAT,,,,,
Iran Islam Rep,2001,8,10,2001,8,12,412,1200200,,"78,800,000","97,283,951",EM-DAT,,,,,
Iran Islam Rep,2002,1,11,2002,1,13,11,4500,,"59,060,000","72,024,390",EM-DAT,,,,,
Iran Islam Rep,2002,8,10,2002,8,14,39,200000,,"4,000,000","4,878,049",EM-DAT,,,,,
Iran Islam Rep,2003,3,26,2003,3,27,0,1370,,"838,000","997,619",EM-DAT,,,,,
Iran Islam Rep,2006,5,8,2006,5,13,14,2800,,"16,000,000","17,391,304",EM-DAT,,,,,
Iran Islam Rep,2014,6,1,2014,6,10,37,440000,,"49,000,000","44,954,128",EM-DAT,,,,,
Iraq,1967,5,11,1967,5,18,,"200,000","60,000","5,000,000","33,333,333",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Iraq,1968,5,,1968,5,28,,"150,000","150,000","3,000,000","18,750,000",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Iraq,2006,2,4,2006,2,12,0,41890,,"1,300,000","1,413,043",EM-DAT,,,,,
Ireland,1993,6,13,1993,6,13,3,3500,,"38,000,000","57,575,758",EM-DAT,,,,,
Ireland,2011,10,25,2011,10,25,2,600,,"325,000,000","315,533,981",EM-DAT,,,,,
Israel,1997,10,17,1997,10,19,15,0,,"40,000,000","54,054,054",EM-DAT,,,,,
"Israel, Syria, Jordan",1992,2,1,1992,2,15,15,,,"9,000,000","14,062,500",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Italy,1966,11,4,1966,11,1,116,"100,000",,"2,000,000","13,333,333",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Italy,1970,10,7,1970,10,12,37,"1,300,000","1,650","268,300,000","1,490,555,556",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Italy,1977,5,,1977,5,,7,0,,"44,000,000","157,142,857",EM-DAT,,,,,
Italy,1977,10,,1977,10,,16,1000,,"150,000,000","535,714,286",EM-DAT,,,,,
Italy,1985,7,19,1985,7,19,329,30,,"15,000,000","30,612,245",EM-DAT,,,,,
Italy,1986,2,2,1986,2,2,2,0,,"20,000,000","40,000,000",EM-DAT,,,,,
Italy,1987,7,12,1987,7,21,20,,,"800,000,000","1,538,461,538",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Italy,1987,9,,1987,9,,0,0,,"70,000,000","134,615,385",EM-DAT,,,,,
Italy,1992,9,27,1992,9,28,2,,,"10,000,000","15,625,000",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present;EM-DAT,,,,,
Italy,1992,10,31,1992,10,31,0,1000,,"687,300,000","1,073,906,250",EM-DAT,,,,,
Italy,1994,11,1,1994,11,10,68,17300,,"9,300,000,000","13,676,470,588",EM-DAT,,,,,
Italy,1996,6,19,1996,6,23,17,,,"1,000,000,000","1,388,888,889",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Italy,2000,10,14,2000,10,22,25,43000,,"8,000,000,000","10,126,582,278",EM-DAT,,,,,
Italy,2000,11,20,2000,11,20,5,2000,,"50,000,000","63,291,139",EM-DAT,,,,,
Italy,2001,9,14,2001,9,15,2,0,,"100,000,000","123,456,790",EM-DAT,,,,,
Italy,2002,8,4,2002,8,14,0,20,,"296,000,000","360,975,610",EM-DAT,,,,,
Italy,2002,11,22,2002,12,3,2,10000,,"350,000,000","426,829,268",EM-DAT,,,,,
Italy,2003,1,25,2003,1,27,1,1000,,"150,000,000","178,571,429",EM-DAT,,,,,
Italy,2003,8,3,2003,8,3,,,,"1,100,000,000","1,309,523,810","Regional frequency analysis of extreme precipitation in the eastern Italian Alps and the August 29, 2003 flash flood",,,,,
Italy,2003,8,29,2003,8,31,2,350,,"655,000,000","779,761,905",EM-DAT,,,,,
Italy,2004,12,25,2004,12,28,,,,"5,200,000","5,977,011",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Italy,2008,12,11,2008,12,15,3,0,,"278,000,000","280,808,081",EM-DAT,,,,,
Italy,2009,10,1,2009,10,6,35,5140,,"20,000,000","20,408,163",EM-DAT,,,,,
Italy,2011,10,26,2011,10,26,10,0,,"545,000,000","529,126,214",EM-DAT,,,,,
Italy,2012,11,11,2012,11,18,4,1200,,"15,000,000","14,285,714",EM-DAT,,,,,
Italy,2013,11,18,2013,11,19,18,2700,,"780,000,000","728,971,963",EM-DAT,,,,,
Italy,2014,1,18,2014,2,7,2,1601,,"120,000,000","110,091,743",EM-DAT,,,,,
Italy,2014,1,31,2014,2,1,4,0,,"294,000,000","269,724,771",EM-DAT,,,,,
Italy,2014,5,2,2014,5,10,3,8010,,"120,000,000","110,091,743",EM-DAT,,,,,
Italy,2014,10,8,2014,10,11,1,0,,"303,000,000","277,981,651",EM-DAT,,,,,
Jamaica,1986,6,4,1986,6,15,94,,,"25,000,000","50,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Jamaica,1987,11,,1987,11,,9,26000,,31000000,"59,615,385",EM-DAT,,,,,
Jamaica,1988,1,29,1988,1,29,0,0,,440000,"814,815",EM-DAT,,,,,
Jamaica,1991,5,21,1991,5,23,15,,,"32,000,000","51,612,903",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Jamaica,2002,5,23,2002,6,5,9,25000,,"20,000,000","24,390,244",EM-DAT,,,,,
Jamaica,2002,6,12,2002,6,16,7,,,"20,000,000","24,390,244",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
